,query,@type,resultScore,result.@id,result.detailedDescription.url,result.detailedDescription.articleBody,result.detailedDescription.license,result.name,result.image.contentUrl,result.image.url,result.description,result.url,result.@type,query_time
10,Apple,EntitySearchResult,1977.860595703125,kg:/g/11fmzcj1r3,https://en.wikipedia.org/wiki/IPhone_11,"The iPhone 11 is a smartphone designed, developed, and marketed by Apple Inc. It is the thirteenth generation of iPhone, succeeding the iPhone XR, and was unveiled on September 10, 2019, alongside the higher-end iPhone 11 Pro at the Steve Jobs Theater in Apple Park, Cupertino, by Apple CEO Tim Cook. ",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,iPhone 11,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQyBSoMiP5Hseqj-D46j6J470POIoEpCUJxGu2SNQ_0rgK17QN1,https://commons.wikimedia.org/wiki/File:IPhone_11_Product_RED.jpg,Mobile phone,,"['Thing', 'ProductModel']",2023-06-23 17:09:17.148480+00:00
11,Apple,EntitySearchResult,1802.71630859375,kg:/g/11np0c47tj,https://en.wikipedia.org/wiki/IPhone_13,"The iPhone 13 and iPhone 13 Mini are smartphones designed, developed, marketed, and sold by Apple Inc. They are the fifteenth generation of iPhones. ",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,iPhone 13,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQCpGYTYQLW0L45NIeMqGt1-zYd1m8l5FM42GecD3FsBunlFk7m,https://en.wikipedia.org/wiki/IPhone_13,Mobile phone,,"['Thing', 'ProductModel']",2023-06-23 17:09:17.148480+00:00
12,Apple,EntitySearchResult,1745.756103515625,kg:/g/11fctqqz2z,https://en.wikipedia.org/wiki/IPhone_XR,"The iPhone XR is a smartphone designed and manufactured by Apple Inc. It is part of the twelfth generation of the iPhone, alongside the higher-end iPhone XS/XS Max models. Pre-orders began on October 19, 2018, with an official release on October 26, 2018. ",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,iPhone XR,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSrAHbHXlMcimRvvER3BxBIIJpLl5ao3LHIPJlx3Pg1eYCB48Cx,https://commons.wikimedia.org/wiki/File:IPhone_XR_Blue.svg,Mobile phone,,"['Thing', 'ProductModel']",2023-06-23 17:09:17.148480+00:00
13,Apple,EntitySearchResult,1723.556274414062,kg:/g/11ptwy_c30,https://en.wikipedia.org/wiki/IPhone_14,"The iPhone 14 and iPhone 14 Plus are smartphones designed, developed, and marketed by Apple Inc. They are the sixteenth generation of iPhones, succeeding the iPhone 13 and iPhone 13 Mini, and were announced during Apple Event, Apple Park in Cupertino, California, on September 7, 2022, alongside the higher-priced iPhone 14 Pro and iPhone 14 Pro Max flagships. ",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,iPhone 14,,,Mobile phone,,"['Thing', 'ProductModel']",2023-06-23 17:09:17.148480+00:00
14,Apple,EntitySearchResult,1684.781982421875,kg:/m/013d79kn,https://en.wikipedia.org/wiki/Apple_Music,"Apple Music is a music, audio and video streaming service developed by Apple Inc. Users select music to stream to their device on-demand, or they can listen to existing playlists. ",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,Apple Music,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTyR-ulAH1b0VH54clt_K_yAA4TlhUN1TBEomNfwkfVEZvi1a8L,https://pt.m.wikipedia.org/wiki/Ficheiro:Apple_Music_logo.svg,,,"['Thing', 'WebSite']",2023-06-23 17:09:17.148480+00:00
15,Apple,EntitySearchResult,1672.26904296875,kg:/g/11f0wxpnn4,https://en.wikipedia.org/wiki/IPhone_X,"The iPhone X is a smartphone designed, developed and marketed by Apple Inc. It is part of the eleventh generation of the iPhone. Available for pre-order from October 27, 2017, it was released on November 3, 2017. The naming of the iPhone X is to mark the 10th anniversary of the iPhone.
",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,iPhone X,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQistMxDMU8YRbSwvNCEYmI_D0x3FkdhzKXhD8F8xk-9LID59lN,https://commons.wikimedia.org/wiki/File:IPhone_X_rear.jpg,Mobile phone,,"['Thing', 'Product', 'ProductModel']",2023-06-23 17:09:17.148480+00:00
16,Apple,EntitySearchResult,1642.758178710938,kg:/m/0gz0jd,https://en.wikipedia.org/wiki/Apple_TV,Apple TV is a digital media player and microconsole developed and marketed by Apple Inc. It is a small network appliance hardware that plays received media data such as video and audio to a television set or external display. ,https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,Apple TV,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHzXJZuzwai7d-jlTsctNvypmU2n_R7yPWP34tNPUBmVP97aYL,https://commons.wikimedia.org/wiki/File:Apple_TV_3rd_gen_rear_view.jpg,Digital media player,,"['Thing', 'ProductModel']",2023-06-23 17:09:17.148480+00:00
17,Apple,EntitySearchResult,1590.934936523438,kg:/m/02_286,https://en.wikipedia.org/wiki/New_York_City,"New York, often called New York City or NYC, is the most populous city in the United States. With a 2020 population of 8,804,190 distributed over 300.46 square miles, New York City is the most densely populated major city in the United States. ",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,New York,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSt9aPe310DUkHIHnaTGsLbfHqzbMxDgb2t2ZNHbdNn8LXtoY3T,https://commons.wikimedia.org/wiki/File:New_york_times_square-terabass.jpg,City in New York State,http://www.nyc.gov/,"['Thing', 'City', 'Place', 'AdministrativeArea']",2023-06-23 17:09:17.148480+00:00
18,Apple,EntitySearchResult,1564.459228515625,kg:/m/0bwgklv,https://en.wikipedia.org/wiki/Apple_ID,"Apple ID is a user account by Apple for their devices and software. Apple IDs contain the user's personal data and settings. When an Apple ID is used to log in to an Apple device, the device will automatically use the data and settings associated with the Apple ID.",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,Apple ID,,,Software,,"['Thing', 'SoftwareApplication']",2023-06-23 17:09:17.148480+00:00
19,Apple,EntitySearchResult,1469.3154296875,kg:/g/11s9c6h69c,https://en.wikipedia.org/wiki/IPhone_14_Pro,"The iPhone 14 Pro and iPhone 14 Pro Max are smartphones designed, developed, and marketed by Apple Inc. They are the sixteenth-generation flagship iPhones, succeeding the iPhone 13 Pro and iPhone 13 Pro Max. ",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,iPhone 14 Pro,,,Mobile phone,,"['Thing', 'ProductModel']",2023-06-23 17:09:17.148480+00:00
0,Apple,EntitySearchResult,25834.8046875,kg:/m/0k8z,https://en.wikipedia.org/wiki/Apple_Inc.,"Apple Inc. is an American multinational technology company headquartered in Cupertino, California. Apple is the world's largest technology company by revenue, with US$394.3 billion in 2022 revenue. ",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,Apple,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTMHrvLPmr_8yVjoTYsyxhRGtPMcA90bcJl9_RehtJU0tr64KNR,https://commons.wikimedia.org/wiki/File:Apple_logo_black.svg,Technology company,http://www.apple.com/it/,"['Thing', 'Organization', 'Corporation']",2023-06-23 17:09:17.705153+00:00
1,Apple,EntitySearchResult,7646.62158203125,kg:/m/014j1m,https://en.wikipedia.org/wiki/Apple,"An apple is a round, edible fruit produced by an apple tree. Apple trees are cultivated worldwide and are the most widely grown species in the genus Malus. The tree originated in Central Asia, where its wild ancestor, Malus sieversii, is still found. ",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,Apple,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRiYeXcsfTT9KvDS6lUUSFDNOzCP0lWAO6swJuY1Q8XVzPaVT9a,https://commons.wikimedia.org/wiki/File:Jablko.jpg,Fruit,,['Thing'],2023-06-23 17:09:17.705153+00:00
2,Apple,EntitySearchResult,4132.06494140625,kg:/m/09889g,https://en.wikipedia.org/wiki/Michael_Jackson,"Michael Joseph Jackson was an American singer, songwriter, dancer, and philanthropist. Known as the ""King of Pop"", he is regarded as one of the most significant cultural figures of the 20th century. ",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,Michael Jackson,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ88yKwCAPje6Tbv-wxmj0M0rRfozsjh_uZByKmNnoPlMyI1r5-,https://commons.wikimedia.org/wiki/File:George_H._W._Bush_with_Michael_Jackson_(cropped).png,American singer-songwriter,http://www.michaeljackson.com/,"['Thing', 'Person']",2023-06-23 17:09:17.705153+00:00
3,Apple,EntitySearchResult,2943.400390625,kg:/m/01h7pc,https://en.wikipedia.org/wiki/Applebee's,"Applebee's Restaurants LLC. is an American company that develops, franchises, and operates the Applebee's Neighborhood Grill + Bar restaurant chain. ",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,"Applebee’s International, Inc.",https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRKJC8c__UUhwBOZXjkXEcr6cNUNzYGfwL2LKiU1nRfWWJ0yfZZ,https://de.wikipedia.org/wiki/Applebee%E2%80%99s,Restaurant chain,http://www.applebees.com/,"['Organization', 'Corporation', 'Thing', 'Restaurant']",2023-06-23 17:09:17.705153+00:00
4,Apple,EntitySearchResult,2858.556396484375,kg:/m/011smb42,https://en.wikipedia.org/wiki/Apple_Watch,"The Apple Watch is a line of smartwatches produced by Apple Inc. It incorporates fitness tracking, health-oriented capabilities, and wireless telecommunication, and integrates with iOS and other Apple products and services. ",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,Apple Watch,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSY3YscM-aEUIsauKuWlxAV1dZXpNH6ZhWFWO8XMym-ClBYb4J8,https://commons.wikimedia.org/wiki/File:Apple_Watch_4_-_California_Dial.jpg,Watch,,"['Thing', 'ProductModel']",2023-06-23 17:09:17.705153+00:00
5,Apple,EntitySearchResult,2559.552978515625,kg:/g/11c1s04k8p,https://en.wikipedia.org/wiki/AirPods,"AirPods are wireless Bluetooth earbuds designed by Apple Inc. They were first announced on September 7, 2016, alongside the iPhone 7. Within two years, they became Apple's most popular accessory. AirPods are Apple's entry-level wireless headphones, sold alongside the AirPods Pro and AirPods Max.
",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,AirPods,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR8NbcCIWchE-ugcxTxxeyu7iz6zCVKOJ907dhytJjMIxtlbUjA,https://commons.wikimedia.org/wiki/File:AirPods.jpg,,,"['Thing', 'ProductModel']",2023-06-23 17:09:17.705153+00:00
6,Apple,EntitySearchResult,2526.199462890625,kg:/m/027lnzs,https://en.wikipedia.org/wiki/IPhone,"iPhone is a line of smartphones produced by Apple Inc. that use Apple's own iOS mobile operating system. The first-generation iPhone was announced by then-Apple CEO Steve Jobs on January 9, 2007. ",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,iPhone,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSNeRSJ9f8Rpb-niiFeqFGsUiljqwyQto5Km5v_kOkFiPEXtdUY,https://en.wikipedia.org/wiki/IPhone_X,Mobile phone,,"['Thing', 'ProductModel']",2023-06-23 17:09:17.705153+00:00
7,Apple,EntitySearchResult,2327.294921875,kg:/g/1224z3w6,https://en.wikipedia.org/wiki/IPad,The iPad is a brand of iOS and iPadOS-based tablet computers that are developed by Apple Inc. The iPad was conceived before the related iPhone but the iPhone was developed and released first. ,https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,iPad,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBgEBdbd3Wn0SqUpjoFJHRvCsRxYNcj4G0IU_5jxp5gzE_A5R8,https://commons.wikimedia.org/wiki/File:IPad_Pro_Mockup.png,Tablet computer,,"['Thing', 'ProductModel']",2023-06-23 17:09:17.705153+00:00
8,Apple,EntitySearchResult,2231.7060546875,kg:/m/01qd72,https://en.wikipedia.org/wiki/Malus,"Malus is a genus of about 30–55 species of small deciduous trees or shrubs in the family Rosaceae, including the domesticated orchard apple, crab apples and wild apples.
The genus is native to the temperate zone of the Northern Hemisphere.",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,Apples,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRX7VUk_wl2qTNA7GxGoBaqOddYcQNPoOY5GG29RhUB9MWJKraw,https://commons.wikimedia.org/wiki/File:Purple_prince_crabapple_tree.JPG,Plant,,['Thing'],2023-06-23 17:09:17.705153+00:00
9,Apple,EntitySearchResult,2017.199951171875,kg:/g/11j0jgqk7p,https://en.wikipedia.org/wiki/AirPods_Pro,"AirPods Pro are wireless Bluetooth in-ear headphones designed by Apple, initially released on October 30, 2019. They are Apple's mid-range wireless headphones, sold alongside the base-level AirPods and highest-end AirPods Max.
",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,AirPods Pro,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTcrdwfHgdQ0ORO8G5eVIItbPJg1v4MosGvCnwlArOs3URutgAR,https://commons.wikimedia.org/wiki/File:AirPods_Pro_1.jpg,Wireless headphones,,"['Thing', 'SoftwareApplication', 'ProductModel']",2023-06-23 17:09:17.705153+00:00
10,Apple,EntitySearchResult,1977.860595703125,kg:/g/11fmzcj1r3,https://en.wikipedia.org/wiki/IPhone_11,"The iPhone 11 is a smartphone designed, developed, and marketed by Apple Inc. It is the thirteenth generation of iPhone, succeeding the iPhone XR, and was unveiled on September 10, 2019, alongside the higher-end iPhone 11 Pro at the Steve Jobs Theater in Apple Park, Cupertino, by Apple CEO Tim Cook. ",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,iPhone 11,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQyBSoMiP5Hseqj-D46j6J470POIoEpCUJxGu2SNQ_0rgK17QN1,https://commons.wikimedia.org/wiki/File:IPhone_11_Product_RED.jpg,Mobile phone,,"['Thing', 'ProductModel']",2023-06-23 17:09:17.705153+00:00
11,Apple,EntitySearchResult,1802.71630859375,kg:/g/11np0c47tj,https://en.wikipedia.org/wiki/IPhone_13,"The iPhone 13 and iPhone 13 Mini are smartphones designed, developed, marketed, and sold by Apple Inc. They are the fifteenth generation of iPhones. ",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,iPhone 13,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQCpGYTYQLW0L45NIeMqGt1-zYd1m8l5FM42GecD3FsBunlFk7m,https://en.wikipedia.org/wiki/IPhone_13,Mobile phone,,"['Thing', 'ProductModel']",2023-06-23 17:09:17.705153+00:00
12,Apple,EntitySearchResult,1745.756103515625,kg:/g/11fctqqz2z,https://en.wikipedia.org/wiki/IPhone_XR,"The iPhone XR is a smartphone designed and manufactured by Apple Inc. It is part of the twelfth generation of the iPhone, alongside the higher-end iPhone XS/XS Max models. Pre-orders began on October 19, 2018, with an official release on October 26, 2018. ",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,iPhone XR,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSrAHbHXlMcimRvvER3BxBIIJpLl5ao3LHIPJlx3Pg1eYCB48Cx,https://commons.wikimedia.org/wiki/File:IPhone_XR_Blue.svg,Mobile phone,,"['Thing', 'ProductModel']",2023-06-23 17:09:17.705153+00:00
13,Apple,EntitySearchResult,1723.556274414062,kg:/g/11ptwy_c30,https://en.wikipedia.org/wiki/IPhone_14,"The iPhone 14 and iPhone 14 Plus are smartphones designed, developed, and marketed by Apple Inc. They are the sixteenth generation of iPhones, succeeding the iPhone 13 and iPhone 13 Mini, and were announced during Apple Event, Apple Park in Cupertino, California, on September 7, 2022, alongside the higher-priced iPhone 14 Pro and iPhone 14 Pro Max flagships. ",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,iPhone 14,,,Mobile phone,,"['Thing', 'ProductModel']",2023-06-23 17:09:17.705153+00:00
14,Apple,EntitySearchResult,1684.781982421875,kg:/m/013d79kn,https://en.wikipedia.org/wiki/Apple_Music,"Apple Music is a music, audio and video streaming service developed by Apple Inc. Users select music to stream to their device on-demand, or they can listen to existing playlists. ",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,Apple Music,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTyR-ulAH1b0VH54clt_K_yAA4TlhUN1TBEomNfwkfVEZvi1a8L,https://pt.m.wikipedia.org/wiki/Ficheiro:Apple_Music_logo.svg,,,"['Thing', 'WebSite']",2023-06-23 17:09:17.705153+00:00
15,Apple,EntitySearchResult,1672.26904296875,kg:/g/11f0wxpnn4,https://en.wikipedia.org/wiki/IPhone_X,"The iPhone X is a smartphone designed, developed and marketed by Apple Inc. It is part of the eleventh generation of the iPhone. Available for pre-order from October 27, 2017, it was released on November 3, 2017. The naming of the iPhone X is to mark the 10th anniversary of the iPhone.
",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,iPhone X,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQistMxDMU8YRbSwvNCEYmI_D0x3FkdhzKXhD8F8xk-9LID59lN,https://commons.wikimedia.org/wiki/File:IPhone_X_rear.jpg,Mobile phone,,"['Thing', 'Product', 'ProductModel']",2023-06-23 17:09:17.705153+00:00
16,Apple,EntitySearchResult,1642.758178710938,kg:/m/0gz0jd,https://en.wikipedia.org/wiki/Apple_TV,Apple TV is a digital media player and microconsole developed and marketed by Apple Inc. It is a small network appliance hardware that plays received media data such as video and audio to a television set or external display. ,https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,Apple TV,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHzXJZuzwai7d-jlTsctNvypmU2n_R7yPWP34tNPUBmVP97aYL,https://commons.wikimedia.org/wiki/File:Apple_TV_3rd_gen_rear_view.jpg,Digital media player,,"['Thing', 'ProductModel']",2023-06-23 17:09:17.705153+00:00
17,Apple,EntitySearchResult,1590.934936523438,kg:/m/02_286,https://en.wikipedia.org/wiki/New_York_City,"New York, often called New York City or NYC, is the most populous city in the United States. With a 2020 population of 8,804,190 distributed over 300.46 square miles, New York City is the most densely populated major city in the United States. ",https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,New York,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSt9aPe310DUkHIHnaTGsLbfHqzbMxDgb2t2ZNHbdNn8LXtoY3T,https://commons.wikimedia.org/wiki/File:New_york_times_square-terabass.jpg,City in New York State,http://www.nyc.gov/,"['City', 'AdministrativeArea', 'Place', 'Thing']",2023-06-23 17:09:17.705153+00:00
